code,name,name_en,full_name,full_name_en,code_name,province_code,administrative_unit_id
05809,An Khánh,An Khanh,Xã An Khánh,An Khanh Commune,an_khanh,19,10
05818,La Bằng,La Bang,Xã La Bằng,La Bang Commune,la_bang,19,10
05830,Đại Từ,ai Tu,Xã Đại Từ,ai Tu Commune,ai_tu,19,10
05845,Vạn Phú,Van Phu,Xã Vạn Phú,Van Phu Commune,van_phu,19,10
05851,Quân Chu,Quan Chu,Xã Quân Chu,Quan Chu Commune,quan_chu,19,10
05857,Phúc Thuận,Phuc Thuan,Phường Phúc Thuận,Phuc Thuan Ward,phuc_thuan,19,8
05860,Phổ Yên,Pho Yen,Phường Phổ Yên,Pho Yen Ward,pho_yen,19,8
05881,Thành Công,Thanh Cong,Xã Thành Công,Thanh Cong Commune,thanh_cong,19,10
05890,Vạn Xuân,Van Xuan,Phường Vạn Xuân,Van Xuan Ward,van_xuan,19,8
05899,Trung Thành,Trung Thanh,Phường Trung Thành,Trung Thanh Ward,trung_thanh,19,8
05908,Phú Bình,Phu Binh,Xã Phú Bình,Phu Binh Commune,phu_binh,19,10
05917,Tân Khánh,Tan Khanh,Xã Tân Khánh,Tan Khanh Commune,tan_khanh,19,10
05923,Tân Thành,Tan Thanh,Xã Tân Thành,Tan Thanh Commune,tan_thanh,19,10
05941,Điềm Thụy,iem Thuy,Xã Điềm Thụy,iem Thuy Commune,iem_thuy,19,10
05953,Kha Sơn,Kha Son,Xã Kha Sơn,Kha Son Commune,kha_son,19,10
05977,Đông Kinh,ong Kinh,Phường Đông Kinh,ong Kinh Ward,ong_kinh,20,8
05983,Lương Văn Tri,Luong Van Tri,Phường Lương Văn Tri,Luong Van Tri Ward,luong_van_tri,20,8
05986,Tam Thanh,Tam Thanh,Phường Tam Thanh,Tam Thanh Ward,tam_thanh,20,8
06001,Đoàn Kết,oan Ket,Xã Đoàn Kết,oan Ket Commune,oan_ket,20,10
06004,Quốc Khánh,Quoc Khanh,Xã Quốc Khánh,Quoc Khanh Commune,quoc_khanh,20,10
06019,Tân Tiến,Tan Tien,Xã Tân Tiến,Tan Tien Commune,tan_tien,20,10
06037,Kháng Chiến,Khang Chien,Xã Kháng Chiến,Khang Chien Commune,khang_chien,20,10
06040,Thất Khê,That Khe,Xã Thất Khê,That Khe Commune,that_khe,20,10
06046,Tràng Định,Trang inh,Xã Tràng Định,Trang inh Commune,trang_inh,20,10
06058,Quốc Việt,Quoc Viet,Xã Quốc Việt,Quoc Viet Commune,quoc_viet,20,10
06073,Hoa Thám,Hoa Tham,Xã Hoa Thám,Hoa Tham Commune,hoa_tham,20,10
06076,Quý Hòa,Quy Hoa,Xã Quý Hòa,Quy Hoa Commune,quy_hoa,20,10
06079,Hồng Phong,Hong Phong,Xã Hồng Phong,Hong Phong Commune,hong_phong,20,10
06085,Thiện Hòa,Thien Hoa,Xã Thiện Hòa,Thien Hoa Commune,thien_hoa,20,10
06091,Thiện Thuật,Thien Thuat,Xã Thiện Thuật,Thien Thuat Commune,thien_thuat,20,10
06103,Thiện Long,Thien Long,Xã Thiện Long,Thien Long Commune,thien_long,20,10
06112,Bình Gia,Binh Gia,Xã Bình Gia,Binh Gia Commune,binh_gia,20,10
06115,Tân Văn,Tan Van,Xã Tân Văn,Tan Van Commune,tan_van,20,10
06124,Na Sầm,Na Sam,Xã Na Sầm,Na Sam Commune,na_sam,20,10
06148,Thụy Hùng,Thuy Hung,Xã Thụy Hùng,Thuy Hung Commune,thuy_hung,20,10
06151,Hội Hoan,Hoi Hoan,Xã Hội Hoan,Hoi Hoan Commune,hoi_hoan,20,10
06154,Văn Lãng,Van Lang,Xã Văn Lãng,Van Lang Commune,van_lang,20,10
06172,Hoàng Văn Thụ,Hoang Van Thu,Xã Hoàng Văn Thụ,Hoang Van Thu Commune,hoang_van_thu,20,10
06184,Đồng Đăng,ong ang,Xã Đồng Đăng,ong ang Commune,ong_ang,20,10
06187,Kỳ Lừa,Ky Lua,Phường Kỳ Lừa,Ky Lua Ward,ky_lua,20,8
06196,Ba Sơn,Ba Son,Xã Ba Sơn,Ba Son Commune,ba_son,20,10
06211,Cao Lộc,Cao Loc,Xã Cao Lộc,Cao Loc Commune,cao_loc,20,10
06220,Công Sơn,Cong Son,Xã Công Sơn,Cong Son Commune,cong_son,20,10
06253,Văn Quan,Van Quan,Xã Văn Quan,Van Quan Commune,van_quan,20,10
06280,Điềm He,iem He,Xã Điềm He,iem He Commune,iem_he,20,10
06286,Khánh Khê,Khanh Khe,Xã Khánh Khê,Khanh Khe Commune,khanh_khe,20,10
06298,Yên Phúc,Yen Phuc,Xã Yên Phúc,Yen Phuc Commune,yen_phuc,20,10
06313,Tri Lễ,Tri Le,Xã Tri Lễ,Tri Le Commune,tri_le,20,10
06316,Tân Đoàn,Tan oan,Xã Tân Đoàn,Tan oan Commune,tan_oan,20,10
06325,xã Bắc Sơn,xa Bac Son,xã Bắc Sơn,xa Bac Son Commune,xa_bac_son,20,10
06337,Tân Tri,Tan Tri,Xã Tân Tri,Tan Tri Commune,tan_tri,20,10
06349,Hưng Vũ,Hung Vu,Xã Hưng Vũ,Hung Vu Commune,hung_vu,20,10
06364,Vũ Lễ,Vu Le,Xã Vũ Lễ,Vu Le Commune,vu_le,20,10
06367,Vũ Lăng,Vu Lang,Xã Vũ Lăng,Vu Lang Commune,vu_lang,20,10
06376,Nhất Hòa,Nhat Hoa,Xã Nhất Hòa,Nhat Hoa Commune,nhat_hoa,20,10
06385,Hữu Lũng,Huu Lung,Xã Hữu Lũng,Huu Lung Commune,huu_lung,20,10
06391,Yên Bình,Yen Binh,Xã Yên Bình,Yen Binh Commune,yen_binh,20,10
06400,Hữu Liên,Huu Lien,Xã Hữu Liên,Huu Lien Commune,huu_lien,20,10
06415,Vân Nham,Van Nham,Xã Vân Nham,Van Nham Commune,van_nham,20,10
06427,Cai Kinh,Cai Kinh,Xã Cai Kinh,Cai Kinh Commune,cai_kinh,20,10
06436,Thiện Tân,Thien Tan,Xã Thiện Tân,Thien Tan Commune,thien_tan,20,10
06445,Tân Thành,Tan Thanh,Xã Tân Thành,Tan Thanh Commune,tan_thanh,20,10
06457,Tuấn Sơn,Tuan Son,Xã Tuấn Sơn,Tuan Son Commune,tuan_son,20,10
06463,Chi Lăng,Chi Lang,Xã Chi Lăng,Chi Lang Commune,chi_lang,20,10
06475,Bằng Mạc,Bang Mac,Xã Bằng Mạc,Bang Mac Commune,bang_mac,20,10
06481,Chiến Thắng,Chien Thang,Xã Chiến Thắng,Chien Thang Commune,chien_thang,20,10
06496,Nhân Lý,Nhan Ly,Xã Nhân Lý,Nhan Ly Commune,nhan_ly,20,10
06505,Vạn Linh,Van Linh,Xã Vạn Linh,Van Linh Commune,van_linh,20,10
06517,Quan Sơn,Quan Son,Xã Quan Sơn,Quan Son Commune,quan_son,20,10
06526,Na Dương,Na Duong,Xã Na Dương,Na Duong Commune,na_duong,20,10
06529,Lộc Bình,Loc Binh,Xã Lộc Bình,Loc Binh Commune,loc_binh,20,10
06541,Mẫu Sơn,Mau Son,Xã Mẫu Sơn,Mau Son Commune,mau_son,20,10
06565,Khuất Xá,Khuat Xa,Xã Khuất Xá,Khuat Xa Commune,khuat_xa,20,10
06577,Thống Nhất,Thong Nhat,Xã Thống Nhất,Thong Nhat Commune,thong_nhat,20,10
06601,Lợi Bác,Loi Bac,Xã Lợi Bác,Loi Bac Commune,loi_bac,20,10
06607,Xuân Dương,Xuan Duong,Xã Xuân Dương,Xuan Duong Commune,xuan_duong,20,10
06613,Đình Lập,inh Lap,Xã Đình Lập,inh Lap Commune,inh_lap,20,10
06616,Thái Bình,Thai Binh,Xã Thái Bình,Thai Binh Commune,thai_binh,20,10
06625,Kiên Mộc,Kien Moc,Xã Kiên Mộc,Kien Moc Commune,kien_moc,20,10
06637,Châu Sơn,Chau Son,Xã Châu Sơn,Chau Son Commune,chau_son,20,10
06652,Hà Tu,Ha Tu,Phường Hà Tu,Ha Tu Ward,ha_tu,22,8
06658,Cao Xanh,Cao Xanh,Phường Cao Xanh,Cao Xanh Ward,cao_xanh,22,8
06661,Việt Hưng,Viet Hung,Phường Việt Hưng,Viet Hung Ward,viet_hung,22,8
06673,Bãi Cháy,Bai Chay,Phường Bãi Cháy,Bai Chay Ward,bai_chay,22,8
06676,Hà Lầm,Ha Lam,Phường Hà Lầm,Ha Lam Ward,ha_lam,22,8
06685,Hồng Gai,Hong Gai,Phường Hồng Gai,Hong Gai Ward,hong_gai,22,8
06688,Hạ Long,Ha Long,Phường Hạ Long,Ha Long Ward,ha_long,22,8
06706,Tuần Châu,Tuan Chau,Phường Tuần Châu,Tuan Chau Ward,tuan_chau,22,8
06709,Móng Cái 2,Mong Cai 2,Phường Móng Cái 2,Mong Cai 2 Ward,mong_cai_2,22,8
06712,Móng Cái 1,Mong Cai 1,Phường Móng Cái 1,Mong Cai 1 Ward,mong_cai_1,22,8
06724,Hải Sơn,Hai Son,Xã Hải Sơn,Hai Son Commune,hai_son,22,10
06733,Hải Ninh,Hai Ninh,Xã Hải Ninh,Hai Ninh Commune,hai_ninh,22,10
06736,Móng Cái 3,Mong Cai 3,Phường Móng Cái 3,Mong Cai 3 Ward,mong_cai_3,22,8
06757,Vĩnh Thực,Vinh Thuc,Xã Vĩnh Thực,Vinh Thuc Commune,vinh_thuc,22,10
06760,Mông Dương,Mong Duong,Phường Mông Dương,Mong Duong Ward,mong_duong,22,8
06778,Quang Hanh,Quang Hanh,Phường Quang Hanh,Quang Hanh Ward,quang_hanh,22,8
06781,Cửa Ông,Cua Ong,Phường Cửa Ông,Cua Ong Ward,cua_ong,22,8
06793,Cẩm Phả,Cam Pha,Phường Cẩm Phả,Cam Pha Ward,cam_pha,22,8
06799,Hải Hòa,Hai Hoa,Xã Hải Hòa,Hai Hoa Commune,hai_hoa,22,10
06811,Uông Bí,Uong Bi,Phường Uông Bí,Uong Bi Ward,uong_bi,22,8
06820,Vàng Danh,Vang Danh,Phường Vàng Danh,Vang Danh Ward,vang_danh,22,8
06832,Yên Tử,Yen Tu,Phường Yên Tử,Yen Tu Ward,yen_tu,22,8
06838,Bình Liêu,Binh Lieu,Xã Bình Liêu,Binh Lieu Commune,binh_lieu,22,10
06841,Hoành Mô,Hoanh Mo,Xã Hoành Mô,Hoanh Mo Commune,hoanh_mo,22,10
06856,Lục Hồn,Luc Hon,Xã Lục Hồn,Luc Hon Commune,luc_hon,22,10
06862,Tiên Yên,Tien Yen,Xã Tiên Yên,Tien Yen Commune,tien_yen,22,10
06874,Điền Xá,ien Xa,Xã Điền Xá,ien Xa Commune,ien_xa,22,10
06877,Đông Ngũ,ong Ngu,Xã Đông Ngũ,ong Ngu Commune,ong_ngu,22,10
06886,Hải Lạng,Hai Lang,Xã Hải Lạng,Hai Lang Commune,hai_lang,22,10
06895,Đầm Hà,am Ha,Xã Đầm Hà,am Ha Commune,am_ha,22,10
06913,Quảng Tân,Quang Tan,Xã Quảng Tân,Quang Tan Commune,quang_tan,22,10
06922,Quảng Hà,Quang Ha,Xã Quảng Hà,Quang Ha Commune,quang_ha,22,10
06931,Quảng Đức,Quang uc,Xã Quảng Đức,Quang uc Commune,quang_uc,22,10
06946,Đường Hoa,uong Hoa,Xã Đường Hoa,uong Hoa Commune,uong_hoa,22,10
06967,Cái Chiên,Cai Chien,Xã Cái Chiên,Cai Chien Commune,cai_chien,22,10
06970,Ba Chẽ,Ba Che,Xã Ba Chẽ,Ba Che Commune,ba_che,22,10
06979,Kỳ Thượng,Ky Thuong,Xã Kỳ Thượng,Ky Thuong Commune,ky_thuong,22,10
06985,Lương Minh,Luong Minh,Xã Lương Minh,Luong Minh Commune,luong_minh,22,10
06994,Đặc khu Vân Đồn,ac khu Van on,Đặc khu Vân Đồn,ac khu Van on,ac_khu_van_on,22,
07030,Hoành Bồ,Hoanh Bo,Phường Hoành Bồ,Hoanh Bo Ward,hoanh_bo,22,8
07054,Quảng La,Quang La,Xã Quảng La,Quang La Commune,quang_la,22,10
07060,Thống Nhất,Thong Nhat,Xã Thống Nhất,Thong Nhat Commune,thong_nhat,22,10
07069,Mạo Khê,Mao Khe,Phường Mạo Khê,Mao Khe Ward,mao_khe,22,8
07081,Bình Khê,Binh Khe,Phường Bình Khê,Binh Khe Ward,binh_khe,22,8
07090,An Sinh,An Sinh,Phường An Sinh,An Sinh Ward,an_sinh,22,8
07093,Đông Triều,ong Trieu,Phường Đông Triều,ong Trieu Ward,ong_trieu,22,8
07114,Hoàng Quế,Hoang Que,Phường Hoàng Quế,Hoang Que Ward,hoang_que,22,8
07132,Quảng Yên,Quang Yen,Phường Quảng Yên,Quang Yen Ward,quang_yen,22,8
07135,Đông Mai,ong Mai,Phường Đông Mai,ong Mai Ward,ong_mai,22,8
07147,Hiệp Hòa,Hiep Hoa,Phường Hiệp Hòa,Hiep Hoa Ward,hiep_hoa,22,8
07168,Hà An,Ha An,Phường Hà An,Ha An Ward,ha_an,22,8
07180,Liên Hòa,Lien Hoa,Phường Liên Hòa,Lien Hoa Ward,lien_hoa,22,8
07183,Phong Cốc,Phong Coc,Phường Phong Cốc,Phong Coc Ward,phong_coc,22,8
07192,Đặc khu Cô Tô,ac khu Co To,Đặc khu Cô Tô,ac khu Co To,ac_khu_co_to,22,
07210,Bắc Giang,Bac Giang,Phường Bắc Giang,Bac Giang Ward,bac_giang,24,8
07228,Đa Mai,a Mai,Phường Đa Mai,a Mai Ward,a_mai,24,8
07246,Xuân Lương,Xuan Luong,Xã Xuân Lương,Xuan Luong Commune,xuan_luong,24,10
07264,Tam Tiến,Tam Tien,Xã Tam Tiến,Tam Tien Commune,tam_tien,24,10
07282,Đồng Kỳ,ong Ky,Xã Đồng Kỳ,ong Ky Commune,ong_ky,24,10
07288,Yên Thế,Yen The,Xã Yên Thế,Yen The Commune,yen_the,24,10
07294,Bố Hạ,Bo Ha,Xã Bố Hạ,Bo Ha Commune,bo_ha,24,10
07306,Nhã Nam,Nha Nam,Xã Nhã Nam,Nha Nam Commune,nha_nam,24,10
07330,Phúc Hòa,Phuc Hoa,Xã Phúc Hòa,Phuc Hoa Commune,phuc_hoa,24,10
07333,Quang Trung,Quang Trung,Xã Quang Trung,Quang Trung Commune,quang_trung,24,10
07339,Tân Yên,Tan Yen,Xã Tân Yên,Tan Yen Commune,tan_yen,24,10
07351,Ngọc Thiện,Ngoc Thien,Xã Ngọc Thiện,Ngoc Thien Commune,ngoc_thien,24,10
07375,Lạng Giang,Lang Giang,Xã Lạng Giang,Lang Giang Commune,lang_giang,24,10
07381,Tiên Lục,Tien Luc,Xã Tiên Lục,Tien Luc Commune,tien_luc,24,10
07399,Kép,Kep,Xã Kép,Kep Commune,kep,24,10
07420,Mỹ Thái,My Thai,Xã Mỹ Thái,My Thai Commune,my_thai,24,10
07432,Tân Dĩnh,Tan Dinh,Xã Tân Dĩnh,Tan Dinh Commune,tan_dinh,24,10
07444,Lục Nam,Luc Nam,Xã Lục Nam,Luc Nam Commune,luc_nam,24,10
07450,Đông Phú,ong Phu,Xã Đông Phú,ong Phu Commune,ong_phu,24,10
07462,Bảo Đài,Bao ai,Xã Bảo Đài,Bao ai Commune,bao_ai,24,10
07486,Nghĩa Phương,Nghia Phuong,Xã Nghĩa Phương,Nghia Phuong Commune,nghia_phuong,24,10
07489,Trường Sơn,Truong Son,Xã Trường Sơn,Truong Son Commune,truong_son,24,10
07492,Lục Sơn,Luc Son,Xã Lục Sơn,Luc Son Commune,luc_son,24,10
07498,Bắc Lũng,Bac Lung,Xã Bắc Lũng,Bac Lung Commune,bac_lung,24,10
07519,Cẩm Lý,Cam Ly,Xã Cẩm Lý,Cam Ly Commune,cam_ly,24,10
07525,Chũ,Chu,Phường Chũ,Chu Ward,chu,24,8
07531,Tân Sơn,Tan Son,Xã Tân Sơn,Tan Son Commune,tan_son,24,10
07534,Sa Lý,Sa Ly,Xã Sa Lý,Sa Ly Commune,sa_ly,24,10
07537,Biên Sơn,Bien Son,Xã Biên Sơn,Bien Son Commune,bien_son,24,10
07543,Sơn Hải,Son Hai,Xã Sơn Hải,Son Hai Commune,son_hai,24,10
07552,Kiên Lao,Kien Lao,Xã Kiên Lao,Kien Lao Commune,kien_lao,24,10
07573,Biển Động,Bien ong,Xã Biển Động,Bien ong Commune,bien_ong,24,10
07582,Lục Ngạn,Luc Ngan,Xã Lục Ngạn,Luc Ngan Commune,luc_ngan,24,10
07594,Đèo Gia,eo Gia,Xã Đèo Gia,eo Gia Commune,eo_gia,24,10
07603,Nam Dương,Nam Duong,Xã Nam Dương,Nam Duong Commune,nam_duong,24,10
07612,Phượng Sơn,Phuong Son,Phường Phượng Sơn,Phuong Son Ward,phuong_son,24,8
07615,Sơn Động,Son ong,Xã Sơn Động,Son ong Commune,son_ong,24,10
07616,Tây Yên Tử,Tay Yen Tu,Xã Tây Yên Tử,Tay Yen Tu Commune,tay_yen_tu,24,10
07621,Vân Sơn,Van Son,Xã Vân Sơn,Van Son Commune,van_son,24,10
07627,Đại Sơn,ai Son,Xã Đại Sơn,ai Son Commune,ai_son,24,10
07642,Yên Định,Yen inh,Xã Yên Định,Yen inh Commune,yen_inh,24,10
07654,An Lạc,An Lac,Xã An Lạc,An Lac Commune,an_lac,24,10
07663,Tuấn Đạo,Tuan ao,Xã Tuấn Đạo,Tuan ao Commune,tuan_ao,24,10
07672,Dương Hưu,Duong Huu,Xã Dương Hưu,Duong Huu Commune,duong_huu,24,10
07681,Yên Dũng,Yen Dung,Phường Yên Dũng,Yen Dung Ward,yen_dung,24,8
07682,Tân An,Tan An,Phường Tân An,Tan An Ward,tan_an,24,8
07696,Tiền Phong,Tien Phong,Phường Tiền Phong,Tien Phong Ward,tien_phong,24,8
07699,Tân Tiến,Tan Tien,Phường Tân Tiến,Tan Tien Ward,tan_tien,24,8
07735,Đồng Việt,ong Viet,Xã Đồng Việt,ong Viet Commune,ong_viet,24,10
07738,Cảnh Thụy,Canh Thuy,Phường Cảnh Thụy,Canh Thuy Ward,canh_thuy,24,8
07774,Tự Lạn,Tu Lan,Phường Tự Lạn,Tu Lan Ward,tu_lan,24,8
07777,Việt Yên,Viet Yen,Phường Việt Yên,Viet Yen Ward,viet_yen,24,8
07795,Nếnh,Nenh,Phường Nếnh,Nenh Ward,nenh,24,8
07798,Vân Hà,Van Ha,Phường Vân Hà,Van Ha Ward,van_ha,24,8
07822,Hoàng Vân,Hoang Van,Xã Hoàng Vân,Hoang Van Commune,hoang_van,24,10
07840,Hiệp Hoà,Hiep Hoa,Xã Hiệp Hoà,Hiep Hoa Commune,hiep_hoa,24,10
07864,Hợp Thịnh,Hop Thinh,Xã Hợp Thịnh,Hop Thinh Commune,hop_thinh,24,10
07870,Xuân Cẩm,Xuan Cam,Xã Xuân Cẩm,Xuan Cam Commune,xuan_cam,24,10
07894,Nông Trang,Nong Trang,Phường Nông Trang,Nong Trang Ward,nong_trang,25,8
07900,Việt Trì,Viet Tri,Phường Việt Trì,Viet Tri Ward,viet_tri,25,8
07909,Thanh Miếu,Thanh Mieu,Phường Thanh Miếu,Thanh Mieu Ward,thanh_mieu,25,8
07918,Vân Phú,Van Phu,Phường Vân Phú,Van Phu Ward,van_phu,25,8
07942,Phú Thọ,Phu Tho,Phường Phú Thọ,Phu Tho Ward,phu_tho,25,8
07948,Âu Cơ,Au Co,Phường Âu Cơ,Au Co Ward,au_co,25,8
07954,Phong Châu,Phong Chau,Phường Phong Châu,Phong Chau Ward,phong_chau,25,8
07969,Đoan Hùng,oan Hung,Xã Đoan Hùng,oan Hung Commune,oan_hung,25,10
07996,Bằng Luân,Bang Luan,Xã Bằng Luân,Bang Luan Commune,bang_luan,25,10
07999,Chí Đám,Chi am,Xã Chí Đám,Chi am Commune,chi_am,25,10
08023,Tây Cốc,Tay Coc,Xã Tây Cốc,Tay Coc Commune,tay_coc,25,10
08038,Chân Mộng,Chan Mong,Xã Chân Mộng,Chan Mong Commune,chan_mong,25,10
08053,Hạ Hòa,Ha Hoa,Xã Hạ Hòa,Ha Hoa Commune,ha_hoa,25,10
08071,Đan Thượng,an Thuong,Xã Đan Thượng,an Thuong Commune,an_thuong,25,10
08110,Hiền Lương,Hien Luong,Xã Hiền Lương,Hien Luong Commune,hien_luong,25,10
08113,Yên Kỳ,Yen Ky,Xã Yên Kỳ,Yen Ky Commune,yen_ky,25,10
08134,Văn Lang,Van Lang,Xã Văn Lang,Van Lang Commune,van_lang,25,10
08143,Vĩnh Chân,Vinh Chan,Xã Vĩnh Chân,Vinh Chan Commune,vinh_chan,25,10
08152,Thanh Ba,Thanh Ba,Xã Thanh Ba,Thanh Ba Commune,thanh_ba,25,10
08173,Quảng Yên,Quang Yen,Xã Quảng Yên,Quang Yen Commune,quang_yen,25,10
08203,Hoàng Cương,Hoang Cuong,Xã Hoàng Cương,Hoang Cuong Commune,hoang_cuong,25,10
08209,Đông Thành,ong Thanh,Xã Đông Thành,ong Thanh Commune,ong_thanh,25,10
08218,Chí Tiên,Chi Tien,Xã Chí Tiên,Chi Tien Commune,chi_tien,25,10
08227,Liên Minh,Lien Minh,Xã Liên Minh,Lien Minh Commune,lien_minh,25,10
08230,Phù Ninh,Phu Ninh,Xã Phù Ninh,Phu Ninh Commune,phu_ninh,25,10
08236,Phú Mỹ,Phu My,Xã Phú Mỹ,Phu My Commune,phu_my,25,10
08245,Trạm Thản,Tram Than,Xã Trạm Thản,Tram Than Commune,tram_than,25,10
08254,Dân Chủ,Dan Chu,Xã Dân Chủ,Dan Chu Commune,dan_chu,25,10
08275,Bình Phú,Binh Phu,Xã Bình Phú,Binh Phu Commune,binh_phu,25,10
08290,Yên Lập,Yen Lap,Xã Yên Lập,Yen Lap Commune,yen_lap,25,10
08296,Sơn Lương,Son Luong,Xã Sơn Lương,Son Luong Commune,son_luong,25,10
08305,Xuân Viên,Xuan Vien,Xã Xuân Viên,Xuan Vien Commune,xuan_vien,25,10
08311,Trung Sơn,Trung Son,Xã Trung Sơn,Trung Son Commune,trung_son,25,10
08323,Thượng Long,Thuong Long,Xã Thượng Long,Thuong Long Commune,thuong_long,25,10
08338,Minh Hòa,Minh Hoa,Xã Minh Hòa,Minh Hoa Commune,minh_hoa,25,10
08341,Cẩm Khê,Cam Khe,Xã Cẩm Khê,Cam Khe Commune,cam_khe,25,10
08344,Tiên Lương,Tien Luong,Xã Tiên Lương,Tien Luong Commune,tien_luong,25,10
08377,Vân Bán,Van Ban,Xã Vân Bán,Van Ban Commune,van_ban,25,10
08398,Phú Khê,Phu Khe,Xã Phú Khê,Phu Khe Commune,phu_khe,25,10
08416,Hùng Việt,Hung Viet,Xã Hùng Việt,Hung Viet Commune,hung_viet,25,10
08431,Đồng Lương,ong Luong,Xã Đồng Lương,ong Luong Commune,ong_luong,25,10
08434,Tam Nông,Tam Nong,Xã Tam Nông,Tam Nong Commune,tam_nong,25,10
08443,Hiền Quan,Hien Quan,Xã Hiền Quan,Hien Quan Commune,hien_quan,25,10
08467,Vạn Xuân,Van Xuan,Xã Vạn Xuân,Van Xuan Commune,van_xuan,25,10
08479,Thọ Văn,Tho Van,Xã Thọ Văn,Tho Van Commune,tho_van,25,10
08494,Lâm Thao,Lam Thao,Xã Lâm Thao,Lam Thao Commune,lam_thao,25,10
08500,Xuân Lũng,Xuan Lung,Xã Xuân Lũng,Xuan Lung Commune,xuan_lung,25,10
08515,Hy Cương,Hy Cuong,Xã Hy Cương,Hy Cuong Commune,hy_cuong,25,10
08521,Phùng Nguyên,Phung Nguyen,Xã Phùng Nguyên,Phung Nguyen Commune,phung_nguyen,25,10
08527,Bản Nguyên,Ban Nguyen,Xã Bản Nguyên,Ban Nguyen Commune,ban_nguyen,25,10
08542,Thanh Sơn,Thanh Son,Xã Thanh Sơn,Thanh Son Commune,thanh_son,25,10
08545,Thu Cúc,Thu Cuc,Xã Thu Cúc,Thu Cuc Commune,thu_cuc,25,10
08560,Lai Đồng,Lai ong,Xã Lai Đồng,Lai ong Commune,lai_ong,25,10
08566,Tân Sơn,Tan Son,Xã Tân Sơn,Tan Son Commune,tan_son,25,10
08584,Võ Miếu,Vo Mieu,Xã Võ Miếu,Vo Mieu Commune,vo_mieu,25,10
08590,Xuân Đài,Xuan ai,Xã Xuân Đài,Xuan ai Commune,xuan_ai,25,10
08593,Minh Đài,Minh ai,Xã Minh Đài,Minh ai Commune,minh_ai,25,10
08611,Văn Miếu,Van Mieu,Xã Văn Miếu,Van Mieu Commune,van_mieu,25,10
08614,Cự Đồng,Cu ong,Xã Cự Đồng,Cu ong Commune,cu_ong,25,10
08620,Long Cốc,Long Coc,Xã Long Cốc,Long Coc Commune,long_coc,25,10
08632,Hương Cần,Huong Can,Xã Hương Cần,Huong Can Commune,huong_can,25,10
08635,Khả Cửu,Kha Cuu,Xã Khả Cửu,Kha Cuu Commune,kha_cuu,25,10
08656,Yên Sơn,Yen Son,Xã Yên Sơn,Yen Son Commune,yen_son,25,10
08662,Đào Xá,ao Xa,Xã Đào Xá,ao Xa Commune,ao_xa,25,10
08674,Thanh Thủy,Thanh Thuy,Xã Thanh Thủy,Thanh Thuy Commune,thanh_thuy,25,10
08686,Tu Vũ,Tu Vu,Xã Tu Vũ,Tu Vu Commune,tu_vu,25,10
08707,Vĩnh Yên,Vinh Yen,Phường Vĩnh Yên,Vinh Yen Ward,vinh_yen,25,8
08716,Vĩnh Phúc,Vinh Phuc,Phường Vĩnh Phúc,Vinh Phuc Ward,vinh_phuc,25,8
08740,Phúc Yên,Phuc Yen,Phường Phúc Yên,Phuc Yen Ward,phuc_yen,25,8
08746,Xuân Hòa,Xuan Hoa,Phường Xuân Hòa,Xuan Hoa Ward,xuan_hoa,25,8
08761,Lập Thạch,Lap Thach,Xã Lập Thạch,Lap Thach Commune,lap_thach,25,10
08770,Hợp Lý,Hop Ly,Xã Hợp Lý,Hop Ly Commune,hop_ly,25,10
08773,Yên Lãng,Yen Lang,Xã Yên Lãng,Yen Lang Commune,yen_lang,25,10
08782,Hải Lựu,Hai Luu,Xã Hải Lựu,Hai Luu Commune,hai_luu,25,10
08788,Thái Hòa,Thai Hoa,Xã Thái Hòa,Thai Hoa Commune,thai_hoa,25,10
08812,Liên Hòa,Lien Hoa,Xã Liên Hòa,Lien Hoa Commune,lien_hoa,25,10
08824,Tam Sơn,Tam Son,Xã Tam Sơn,Tam Son Commune,tam_son,25,10
08842,Tiên Lữ,Tien Lu,Xã Tiên Lữ,Tien Lu Commune,tien_lu,25,10
08848,Sông Lô,Song Lo,Xã Sông Lô,Song Lo Commune,song_lo,25,10
08866,Sơn Đông,Son ong,Xã Sơn Đông,Son ong Commune,son_ong,25,10
08869,Tam Dương,Tam Duong,Xã Tam Dương,Tam Duong Commune,tam_duong,25,10
08872,Tam Dương Bắc,Tam Duong Bac,Xã Tam Dương Bắc,Tam Duong Bac Commune,tam_duong_bac,25,10
08896,Hoàng An,Hoang An,Xã Hoàng An,Hoang An Commune,hoang_an,25,10
08905,Hội Thịnh,Hoi Thinh,Xã Hội Thịnh,Hoi Thinh Commune,hoi_thinh,25,10
08911,Tam Đảo,Tam ao,Xã Tam Đảo,Tam ao Commune,tam_ao,25,10
08914,Đạo Trù,ao Tru,Xã Đạo Trù,ao Tru Commune,ao_tru,25,10
08923,Đại Đình,ai inh,Xã Đại Đình,ai inh Commune,ai_inh,25,10
08935,Bình Nguyên,Binh Nguyen,Xã Bình Nguyên,Binh Nguyen Commune,binh_nguyen,25,10
08944,Bình Tuyền,Binh Tuyen,Xã Bình Tuyền,Binh Tuyen Commune,binh_tuyen,25,10
08950,Bình Xuyên,Binh Xuyen,Xã Bình Xuyên,Binh Xuyen Commune,binh_xuyen,25,10
08971,Xuân Lãng,Xuan Lang,Xã Xuân Lãng,Xuan Lang Commune,xuan_lang,25,10
